%ID;MAG1;MAG2;MAG3;ACS1;ACS2;AKS3;GYRO1;GYRO2;GYRO3;HH;MM;SS;MS


22198;587;621;536;523;539;277;457;346;437;11;08;50;683
22199;586;621;537;517;533;280;457;346;438;11;08;50;703
22200;587;621;536;518;539;275;457;346;438;11;08;50;723
22201;586;621;536;513;541;278;457;346;438;11;08;50;743
22202;586;621;536;514;539;277;457;346;438;11;08;50;763
22203;587;621;536;518;539;279;457;346;438;11;08;50;783
22204;586;621;535;519;540;277;457;346;438;11;08;50;803
22205;586;621;536;517;538;278;457;346;438;11;08;50;823
22206;586;621;536;516;540;278;457;346;438;11;08;50;843
22207;586;621;537;514;538;277;457;345;437;11;08;50;863
22208;587;621;536;517;537;279;457;346;438;11;08;50;883
22209;586;621;536;517;541;278;457;346;438;11;08;50;903
22210;586;621;536;514;540;279;457;346;438;11;08;50;923
22211;586;621;536;521;539;278;457;346;438;11;08;50;933
22212;586;621;536;520;538;278;457;346;438;11;08;50;963
22213;587;621;536;519;536;278;457;346;438;11;08;50;983
22214;587;620;536;517;539;275;457;346;438;11;08;50;993
22215;587;621;536;518;542;277;457;346;438;11;08;51;033
22216;586;622;537;515;540;277;457;346;438;11;08;51;043
22217;587;621;536;520;538;277;457;346;438;11;08;51;053
22218;587;621;536;519;540;274;457;346;438;11;08;51;083
22219;586;621;536;521;539;278;457;346;438;11;08;51;103
22220;586;621;536;516;536;277;457;346;438;11;08;51;123
22221;586;621;537;517;537;280;457;346;438;11;08;51;133
22222;586;621;536;515;542;277;457;346;438;11;08;51;163
22223;587;621;536;520;541;278;457;346;438;11;08;51;183
22224;586;621;536;510;537;276;457;345;438;11;08;51;203
22225;585;621;536;517;537;276;457;345;437;11;08;51;223
22226;586;620;536;509;535;278;456;346;437;11;08;51;243
22227;586;621;536;521;537;280;457;346;438;11;08;51;253
22228;586;621;536;513;541;279;457;346;438;11;08;51;283
22229;586;621;536;517;539;276;457;346;438;11;08;51;303
22230;586;621;535;515;536;278;457;346;438;11;08;51;313
22231;587;621;536;517;536;276;457;346;438;11;08;51;343
22232;586;620;536;518;539;275;457;346;438;11;08;51;363
22233;586;621;537;517;538;277;457;346;438;11;08;51;383
22234;587;621;536;520;536;275;457;346;438;11;08;51;403
22235;586;621;536;519;539;274;457;345;438;11;08;51;423
22236;586;621;536;516;540;275;457;346;438;11;08;51;443
22237;586;621;536;517;541;279;457;345;437;11;08;51;463
22238;586;621;536;517;541;278;457;347;438;11;08;51;483
22239;586;621;536;516;537;279;457;346;438;11;08;51;493
22240;586;621;536;517;540;277;457;347;437;11;08;51;533
22241;586;620;536;515;537;279;457;346;438;11;08;51;543
22242;585;621;535;517;535;275;457;346;437;11;08;51;563
22243;586;621;536;519;539;278;457;346;438;11;08;51;583
22244;586;621;536;520;539;277;457;346;438;11;08;51;603
22245;586;621;536;520;539;279;457;346;437;11;08;51;623
22246;586;620;536;516;536;276;457;346;438;11;08;51;643
22247;586;621;535;517;537;277;457;346;438;11;08;51;663
22248;586;621;535;520;538;274;457;346;438;11;08;51;683
22249;585;621;536;518;539;277;457;346;438;11;08;51;703
22250;586;621;536;518;536;277;457;346;438;11;08;51;723
22251;587;621;536;521;537;277;457;346;438;11;08;51;743
22252;585;621;536;519;537;276;457;346;438;11;08;51;763
22253;586;621;536;517;536;280;457;346;438;11;08;51;783
22254;584;621;536;521;539;280;457;346;438;11;08;51;803
22255;587;621;536;516;537;278;457;346;438;11;08;51;823
22256;585;622;536;518;539;277;457;346;438;11;08;51;843
22257;584;621;537;515;537;280;457;346;438;11;08;51;863
22258;587;621;536;517;536;276;457;346;438;11;08;51;883
22259;585;621;536;517;539;278;457;346;438;11;08;51;903
22260;586;621;536;516;538;279;457;346;438;11;08;51;923
22261;587;621;536;518;536;276;457;346;438;11;08;51;943
22262;585;621;537;517;537;276;457;346;438;11;08;51;953
22263;587;621;536;519;539;277;457;346;438;11;08;51;983
22264;587;621;536;519;538;279;457;346;438;11;08;52;003
22265;586;621;536;517;541;276;457;346;438;11;08;52;023
22266;586;621;536;515;537;282;457;345;438;11;08;52;043
22267;586;621;536;515;537;275;457;346;438;11;08;52;063
22268;585;621;536;517;535;277;457;346;438;11;08;52;083
22269;586;621;536;518;537;279;457;346;438;11;08;52;103
22270;585;621;536;518;539;279;457;345;438;11;08;52;123
22271;585;621;536;516;538;279;457;346;438;11;08;52;143
22272;585;621;536;516;538;278;457;346;438;11;08;52;163
22273;585;621;536;519;537;277;457;346;438;11;08;52;183
22274;585;621;536;519;537;276;457;346;438;11;08;52;203
22275;585;620;536;513;541;279;457;346;438;11;08;52;223
22276;587;621;536;516;536;279;457;346;438;11;08;52;243
22277;586;621;536;519;537;281;457;346;438;11;08;52;263
22278;586;621;536;515;542;279;457;346;438;11;08;52;283
22279;588;621;536;516;537;277;457;346;438;11;08;52;303
22280;586;621;537;518;540;279;457;346;438;11;08;52;323
22281;586;621;536;516;538;278;457;346;438;11;08;52;343
22282;586;621;536;516;541;279;457;346;438;11;08;52;363
22283;586;621;536;517;540;277;457;346;438;11;08;52;383
22284;586;620;536;516;534;278;457;346;438;11;08;52;403
22285;586;620;536;517;541;277;457;346;438;11;08;52;423
22286;586;621;536;519;536;278;457;346;438;11;08;52;443
22287;586;620;536;515;538;278;457;346;438;11;08;52;463
22288;586;621;536;513;541;278;457;346;438;11;08;52;483
22289;587;621;536;517;539;279;457;346;438;11;08;52;493
22290;585;621;536;521;543;275;457;346;438;11;08;52;523
22291;585;620;536;520;539;276;457;346;438;11;08;52;543
22292;586;620;536;514;537;277;457;345;438;11;08;52;563
22293;586;620;536;517;536;279;457;346;438;11;08;52;583
22294;586;621;536;514;538;279;457;346;438;11;08;52;593
22295;585;621;536;517;538;277;457;346;438;11;08;52;613
22296;586;621;536;517;537;280;457;346;438;11;08;52;643
22297;587;621;536;518;539;276;457;346;438;11;08;52;663
22298;586;621;536;517;535;278;457;346;438;11;08;52;683
22299;586;621;536;517;540;279;457;346;438;11;08;52;693
22300;586;621;536;519;536;278;457;346;438;11;08;52;713
22301;586;621;536;519;537;274;457;346;438;11;08;52;743
22302;586;621;536;515;539;275;457;346;438;11;08;52;753
22303;586;621;536;519;538;277;457;346;438;11;08;52;783
22304;586;621;536;516;541;277;457;346;438;11;08;52;813
22305;586;621;536;518;539;279;457;346;438;11;08;52;823
22306;586;621;536;518;537;277;457;346;438;11;08;52;853
22307;588;621;536;515;537;280;457;346;438;11;08;52;863
22308;585;621;536;516;534;274;457;346;438;11;08;52;883
22309;585;621;536;517;537;276;457;346;438;11;08;52;903
22310;589;621;536;513;537;276;457;346;438;11;08;52;923
22311;584;621;537;517;540;280;457;346;438;11;08;52;943
22312;585;621;537;517;537;278;457;346;438;11;08;52;963
22313;586;621;536;516;537;276;457;346;438;11;08;52;983
22314;585;621;536;518;537;281;457;346;438;11;08;53;003
22315;586;621;536;516;538;277;457;346;438;11;08;53;023
22316;586;621;536;517;539;277;457;346;437;11;08;53;043
22317;585;621;536;516;541;280;457;346;438;11;08;53;063
22318;586;621;536;515;539;277;457;346;438;11;08;53;083
22319;585;622;537;517;537;280;457;346;438;11;08;53;103
22320;586;621;536;516;537;278;457;346;438;11;08;53;113
22321;585;621;537;519;535;277;457;346;438;11;08;53;143
22322;585;622;536;517;537;278;457;346;438;11;08;53;163
22323;586;621;536;517;541;280;457;346;438;11;08;53;183
22324;586;621;536;515;537;278;457;346;438;11;08;53;203
22325;585;621;536;519;539;278;457;346;438;11;08;53;223
22326;585;621;537;516;541;275;457;346;438;11;08;53;243
22327;586;621;536;514;540;275;457;346;438;11;08;53;263
22328;586;621;537;521;536;280;457;346;438;11;08;53;273
22329;586;621;536;516;544;278;457;346;438;11;08;53;303
22330;586;621;536;517;539;276;457;346;438;11;08;53;323
22331;586;621;536;517;537;276;457;346;438;11;08;53;343
22332;586;621;537;516;538;279;457;346;438;11;08;53;363
22333;586;621;536;516;538;278;457;346;438;11;08;53;383
22334;586;621;536;517;535;280;457;346;438;11;08;53;393
22335;589;621;536;519;539;281;457;346;438;11;08;53;423
22336;586;621;536;517;539;274;457;346;438;11;08;53;443
22337;586;621;536;518;537;278;457;346;438;11;08;53;463
22338;586;621;536;521;542;276;457;346;438;11;08;53;483
22339;586;621;536;517;539;280;457;346;438;11;08;53;503
22340;586;621;536;517;539;278;457;346;438;11;08;53;523
22341;586;621;536;516;536;279;457;346;438;11;08;53;543
22342;586;621;536;515;539;279;457;346;438;11;08;53;563
22343;586;621;536;517;536;281;457;346;438;11;08;53;583
22344;587;621;537;513;541;279;457;346;438;11;08;53;603
22345;586;621;537;514;537;275;457;346;438;11;08;53;623
22346;585;621;536;520;539;278;457;346;438;11;08;53;633
22347;586;621;535;517;539;282;457;346;438;11;08;53;663
22348;585;621;536;517;541;279;457;346;438;11;08;53;683
22349;585;621;536;518;537;276;457;346;438;11;08;53;703
22350;585;621;535;517;533;274;457;346;438;11;08;53;723
22351;586;621;536;518;539;281;457;346;438;11;08;53;743
22352;587;621;536;514;541;280;457;346;438;11;08;53;753
22353;586;621;535;512;537;279;457;346;438;11;08;53;783
22354;586;621;536;517;539;277;457;346;438;11;08;53;803
22355;586;621;535;514;540;276;457;346;438;11;08;53;823
22356;586;622;536;517;534;281;457;344;438;11;08;53;843
22357;586;621;536;516;537;280;457;346;438;11;08;53;853
22358;585;622;535;517;539;278;457;345;438;11;08;53;883
22359;586;621;536;517;538;276;457;344;437;11;08;53;903
22360;585;622;535;521;540;277;457;346;438;11;08;53;923
22361;585;621;537;517;540;278;457;346;438;11;08;53;933
22362;586;621;535;520;541;277;457;346;438;11;08;53;963
22363;585;621;536;518;536;277;457;346;438;11;08;53;983
22364;586;621;535;517;537;279;457;346;438;11;08;54;003
22365;585;621;536;519;543;276;457;345;438;11;08;54;023
22366;586;621;536;517;536;278;457;346;438;11;08;54;043
22367;586;621;536;516;539;282;457;346;438;11;08;54;063
22368;585;622;536;515;538;279;457;345;438;11;08;54;093
22369;586;621;535;514;537;277;457;346;438;11;08;54;103
22370;585;621;536;517;539;276;457;346;438;11;08;54;133
22371;584;621;535;515;536;280;457;346;437;11;08;54;143
22372;585;621;536;516;537;274;457;345;438;11;08;54;163
22373;586;621;536;517;538;280;457;345;438;11;08;54;183
22374;586;621;535;517;537;275;457;345;438;11;08;54;203
22375;586;621;536;517;536;280;457;346;438;11;08;54;223
22376;585;621;535;514;539;277;457;345;438;11;08;54;243
22377;586;621;536;516;541;279;457;345;438;11;08;54;263
22378;586;621;536;517;537;278;457;345;438;11;08;54;283
22379;585;620;536;512;536;281;457;347;438;11;08;54;303
22380;585;620;536;518;540;275;457;347;438;11;08;54;323
22381;585;621;536;517;535;280;457;347;438;11;08;54;343
22382;586;621;536;518;541;281;457;347;438;11;08;54;363
22383;585;621;536;515;539;276;457;347;438;11;08;54;383
22384;584;621;536;516;539;280;457;347;438;11;08;54;403
22385;586;621;537;519;539;280;457;346;438;11;08;54;423
22386;586;621;536;520;541;281;457;346;438;11;08;54;443
22387;586;621;536;517;537;278;457;346;438;11;08;54;463
22388;586;621;536;520;537;278;457;346;438;11;08;54;483
22389;586;621;536;517;538;280;457;346;438;11;08;54;503
22390;586;621;536;515;539;278;457;346;438;11;08;54;523
22391;585;621;536;515;538;278;457;346;438;11;08;54;543
22392;586;621;536;517;540;273;457;346;438;11;08;54;563
22393;586;621;536;516;537;279;457;346;438;11;08;54;583
22394;586;621;536;517;539;278;457;346;438;11;08;54;603
22395;586;621;536;517;536;275;457;346;438;11;08;54;623
22396;586;621;536;516;537;278;457;346;438;11;08;54;643
22397;586;620;536;517;539;276;457;346;438;11;08;54;663
22398;585;621;536;517;541;279;457;346;438;11;08;54;683
22399;586;621;536;517;541;279;457;346;438;11;08;54;703
22400;585;621;536;517;536;279;457;346;438;11;08;54;723
22401;586;621;536;515;539;278;457;346;438;11;08;54;743
22402;586;621;536;520;538;279;457;346;438;11;08;54;763
22403;585;621;536;518;539;276;457;346;438;11;08;54;783
22404;586;621;536;517;540;277;457;345;438;11;08;54;803
22405;585;621;536;517;539;275;457;345;438;11;08;54;823
22406;586;621;536;518;540;281;457;344;438;11;08;54;843
22407;585;620;536;516;539;279;457;344;438;11;08;54;863
22408;586;622;537;517;537;280;458;346;438;11;08;54;883
22409;586;622;536;515;539;277;457;347;438;11;08;54;893
22410;586;621;536;518;537;276;457;345;438;11;08;54;923
22411;586;621;536;516;541;274;457;344;438;11;08;54;943
22412;586;621;536;519;536;276;457;344;438;11;08;54;963
22413;586;621;536;521;539;279;457;344;438;11;08;54;983
22414;586;621;536;519;537;281;457;345;438;11;08;55;003
22415;586;621;535;517;536;277;457;345;438;11;08;55;023
22416;586;621;536;516;537;279;457;345;438;11;08;55;043
22417;586;621;536;517;540;275;457;345;438;11;08;55;063
22418;586;621;536;519;538;276;457;345;438;11;08;55;083
22419;586;621;537;518;540;278;457;346;438;11;08;55;103
22420;586;621;536;516;535;276;457;345;438;11;08;55;123
22421;585;621;536;518;536;277;457;345;438;11;08;55;143
22422;585;621;536;518;536;276;457;346;438;11;08;55;163
22423;586;621;536;518;539;276;457;345;438;11;08;55;183
22424;586;621;536;520;540;281;457;345;438;11;08;55;203
22425;586;621;536;518;539;279;457;346;438;11;08;55;223
22426;586;621;536;517;541;279;457;345;438;11;08;55;243
22427;586;621;536;518;542;278;457;345;438;11;08;55;253
22428;586;621;536;517;543;278;457;346;438;11;08;55;283
22429;586;622;536;521;538;277;457;345;438;11;08;55;303
22430;586;622;536;520;537;276;457;345;438;11;08;55;313
22431;587;622;536;518;539;277;457;345;438;11;08;55;343
22432;586;621;536;519;537;279;457;346;438;11;08;55;373
22433;585;621;536;520;540;277;457;346;437;11;08;55;383
22434;586;621;536;520;538;276;457;346;438;11;08;55;403
22435;586;621;535;515;537;276;457;346;438;11;08;55;423
22436;586;623;535;518;536;276;457;345;438;11;08;55;443
22437;586;621;536;518;540;275;457;346;438;11;08;55;463
22438;586;621;536;516;539;278;457;346;438;11;08;55;483
22439;586;621;536;517;538;279;457;345;438;11;08;55;493
22440;587;621;536;515;537;278;457;346;438;11;08;55;523
22441;586;621;536;517;539;280;457;345;438;11;08;55;543
22442;586;621;536;517;541;279;457;345;438;11;08;55;563
22443;587;621;536;512;535;266;457;346;438;11;08;55;583
22444;585;621;536;517;537;281;457;345;438;11;08;55;603
22445;587;621;536;517;539;273;457;345;438;11;08;55;623
22446;586;621;536;522;541;279;457;346;438;11;08;55;643
22447;586;621;536;515;543;273;457;345;438;11;08;55;663
22448;585;621;536;516;541;276;457;345;438;11;08;55;673
22449;586;621;536;519;539;280;457;344;438;11;08;55;703
22450;585;621;536;514;536;275;457;345;438;11;08;55;723
22451;586;621;536;519;539;276;457;345;438;11;08;55;743
22452;586;621;536;522;540;279;457;346;438;11;08;55;763
22453;586;621;536;516;538;275;457;345;438;11;08;55;783
22454;586;621;536;521;540;279;457;345;438;11;08;55;803
22455;586;622;536;517;539;278;457;347;438;11;08;55;823
22456;586;621;536;516;539;280;457;345;438;11;08;55;843
22457;586;621;536;521;539;277;457;345;438;11;08;55;863
22458;586;621;536;517;537;275;457;347;438;11;08;55;883
22459;586;621;536;519;539;279;457;345;438;11;08;55;903
22460;586;621;536;519;543;279;457;346;438;11;08;55;923
22461;585;621;536;515;539;280;457;345;438;11;08;55;943
22462;586;621;536;519;537;275;457;345;438;11;08;55;963
22463;586;621;535;515;537;280;457;345;437;11;08;55;983
22464;586;621;536;517;538;277;457;345;438;11;08;56;003
22465;585;621;536;518;541;279;457;345;438;11;08;56;023
22466;586;622;536;515;539;276;457;346;438;11;08;56;043
22467;586;621;536;518;541;278;457;345;438;11;08;56;063
22468;586;621;536;517;538;278;457;346;438;11;08;56;083
22469;585;622;536;520;538;278;457;346;438;11;08;56;103
22470;586;622;536;517;541;278;457;345;438;11;08;56;123
22471;586;621;536;519;540;279;457;345;438;11;08;56;143
22472;586;621;536;517;541;279;457;346;438;11;08;56;163
22473;586;621;536;518;537;274;458;345;438;11;08;56;183
22474;585;621;536;517;537;281;457;345;438;11;08;56;203
22475;586;621;536;514;536;278;457;345;438;11;08;56;223
22476;586;621;536;518;540;276;457;345;438;11;08;56;243
22477;585;621;536;519;543;276;457;345;438;11;08;56;263
22478;586;621;536;516;539;276;457;346;438;11;08;56;283
22479;585;621;536;516;538;279;457;345;438;11;08;56;303
22480;586;621;536;516;539;276;457;345;438;11;08;56;323
22481;586;621;536;520;539;276;457;345;438;11;08;56;343
22482;586;620;536;519;538;281;457;346;438;11;08;56;363
22483;586;621;536;516;538;279;457;345;438;11;08;56;383
22484;587;621;536;517;539;280;457;345;438;11;08;56;403
22485;585;622;536;520;537;276;457;346;438;11;08;56;423
22486;586;621;536;516;539;279;457;346;438;11;08;56;443
22487;587;621;536;516;541;277;457;345;438;11;08;56;463
22488;587;621;536;515;542;278;457;346;438;11;08;56;483
22489;586;622;536;521;540;280;457;345;438;11;08;56;503
22490;586;621;536;519;537;278;457;346;438;11;08;56;523
22491;586;621;536;515;537;275;457;345;438;11;08;56;543
22492;585;621;536;518;536;277;457;346;438;11;08;56;563
22493;586;621;536;518;536;277;457;345;438;11;08;56;583
22494;586;621;536;521;537;277;457;346;438;11;08;56;603
22495;586;621;536;512;543;278;457;346;438;11;08;56;623
22496;589;621;536;519;537;277;457;345;438;11;08;56;653
22497;586;621;536;516;539;279;457;345;438;11;08;56;663
22498;586;621;536;518;539;276;457;346;438;11;08;56;693
22499;586;621;537;515;544;275;457;346;438;11;08;56;703
22500;586;621;536;514;538;276;457;345;438;11;08;56;723
22501;586;621;536;520;537;276;457;345;438;11;08;56;743
22502;585;621;536;515;536;277;457;345;438;11;08;56;763
22503;585;621;536;518;538;277;457;346;438;11;08;56;783
22504;586;621;536;518;539;278;457;346;438;11;08;56;803
22505;587;621;536;517;538;275;457;346;438;11;08;56;823
22506;586;621;536;517;539;275;457;345;438;11;08;56;843
22507;586;620;536;518;538;279;457;346;438;11;08;56;863
22508;586;621;536;516;537;278;457;346;438;11;08;56;883
22509;586;621;536;522;540;279;457;346;438;11;08;56;903
22510;586;621;536;517;535;277;457;346;438;11;08;56;913
22511;586;621;536;517;538;277;457;345;438;11;08;56;943
22512;586;621;535;520;537;276;457;345;438;11;08;56;963
22513;586;621;535;521;536;277;457;345;437;11;08;56;983
22514;585;620;536;518;541;280;458;345;438;11;08;57;003
22515;586;621;537;517;538;276;458;345;438;11;08;57;023
22516;586;622;536;517;539;277;458;346;438;11;08;57;043
22517;586;622;536;515;536;275;458;345;438;11;08;57;063
22518;586;622;536;518;538;277;458;346;438;11;08;57;083
22519;586;621;536;517;537;276;458;346;438;11;08;57;103
22520;586;621;536;515;537;276;458;345;438;11;08;57;123
22521;586;621;536;517;538;276;458;346;439;11;08;57;143
22522;586;622;536;520;538;280;457;345;438;11;08;57;163
22523;586;621;536;521;540;278;458;346;438;11;08;57;183
22524;586;621;535;520;540;278;458;346;438;11;08;57;203
22525;586;621;536;516;542;274;458;345;438;11;08;57;223
22526;586;621;536;519;541;279;458;346;438;11;08;57;243
22527;586;621;536;520;537;276;458;345;438;11;08;57;263
22528;586;621;536;517;536;275;458;345;438;11;08;57;283
22529;586;621;536;516;537;278;458;345;438;11;08;57;303
22530;587;622;536;518;535;278;458;346;438;11;08;57;323
22531;586;621;535;516;535;280;458;346;438;11;08;57;343
22532;586;621;536;518;538;276;458;346;438;11;08;57;363
22533;585;621;534;519;529;276;458;347;440;11;08;57;383
22534;585;620;536;525;541;276;458;346;441;11;08;57;393
22535;586;621;536;524;543;280;458;347;444;11;08;57;423
22536;586;621;537;527;543;266;459;349;447;11;08;57;443
22537;587;621;535;523;541;251;463;349;449;11;08;57;463
22538;586;621;536;543;548;239;475;353;450;11;08;57;483
22539;586;621;536;544;549;206;499;357;451;11;08;57;503
22540;586;623;536;553;559;188;529;365;448;11;08;57;513
22541;587;624;537;565;564;218;557;376;443;11;08;57;543
22542;588;625;539;577;594;231;581;382;438;11;08;57;563
22543;590;628;540;576;605;256;594;378;440;11;08;57;573
22544;590;631;542;503;619;314;608;359;448;11;08;57;603
22545;592;632;545;522;658;326;645;347;455;11;08;57;623
22546;593;636;548;585;702;299;677;358;454;11;08;57;633
22547;594;638;551;585;717;318;689;363;459;11;08;57;663
22548;594;639;554;541;712;354;697;353;473;11;08;57;683
22549;595;643;559;462;714;428;730;336;488;11;08;57;703
22550;595;643;564;440;737;488;785;318;495;11;08;57;723
22551;594;642;570;458;775;544;830;313;499;11;08;57;743
22552;594;641;575;501;794;520;836;324;500;11;08;57;763
22553;593;639;580;504;777;528;790;343;515;11;08;57;783
22554;594;635;582;478;738;595;744;340;518;11;08;57;803
22555;593;633;584;421;699;638;719;324;496;11;08;57;813
22556;593;629;585;443;695;656;699;312;475;11;08;57;843
22557;592;625;586;457;671;648;665;310;469;11;08;57;863
22558;594;623;587;471;655;670;625;313;462;11;08;57;883
22559;594;621;587;481;652;709;593;298;443;11;08;57;903
22560;595;618;586;483;649;714;567;287;434;11;08;57;943
22561;595;616;587;496;653;738;540;284;452;11;08;57;943
22562;594;615;586;505;640;754;532;285;461;11;08;57;963
22563;596;614;587;518;621;766;539;289;455;11;08;57;973
22564;595;613;587;518;615;770;543;296;446;11;08;58;003
22565;597;612;587;527;603;758;541;317;445;11;08;58;023
22566;596;611;586;529;603;783;536;328;447;11;08;58;043
22567;596;610;587;520;600;819;527;319;458;11;08;58;063
22568;595;609;587;529;578;806;517;317;461;11;08;58;083
22569;596;608;586;536;553;801;509;332;453;11;08;58;103
22570;596;607;586;531;531;804;503;348;445;11;08;58;123
22571;595;606;586;544;515;800;502;352;435;11;08;58;143
22572;595;607;587;533;517;794;495;350;428;11;08;58;163
22573;594;606;586;532;515;776;480;346;422;11;08;58;183
22574;593;605;587;533;508;760;460;342;415;11;08;58;203
22575;592;606;587;545;505;779;449;333;411;11;08;58;223
22576;592;607;586;549;501;784;447;329;406;11;08;58;243
22577;592;606;587;549;507;792;449;333;407;11;08;58;263
22578;591;608;588;554;517;790;451;339;407;11;08;58;283
22579;591;608;588;552;521;782;452;342;408;11;08;58;303
22580;591;607;589;542;536;771;451;345;410;11;08;58;323
22581;591;608;588;537;536;792;452;341;414;11;08;58;343
22582;590;609;589;521;531;804;461;339;422;11;08;58;363
22583;590;609;589;530;533;808;470;344;428;11;08;58;383
22584;590;609;590;546;528;788;473;355;431;11;08;58;403
22585;590;608;591;532;525;786;470;361;432;11;08;58;423
22586;590;609;590;525;525;792;465;357;431;11;08;58;443
22587;588;608;591;530;521;783;459;350;434;11;08;58;463
22588;588;608;591;523;522;785;454;345;431;11;08;58;483
22589;588;609;591;515;515;795;445;341;429;11;08;58;503
22590;588;609;591;526;510;802;441;341;426;11;08;58;523
22591;588;609;592;490;520;778;433;351;425;11;08;58;543
22592;587;610;591;561;528;762;440;352;431;11;08;58;563
22593;587;611;592;522;555;780;453;364;437;11;08;58;583
22594;587;610;592;513;538;803;449;357;438;11;08;58;603
22595;587;611;592;519;525;788;452;360;440;11;08;58;623
22596;586;611;592;512;524;791;457;361;440;11;08;58;643
22597;586;611;592;558;516;789;457;360;443;11;08;58;663
22598;585;610;592;508;528;778;456;363;443;11;08;58;683
22599;585;610;592;588;587;811;444;344;443;11;08;58;703
22600;585;611;592;526;569;792;443;345;444;11;08;58;723
22601;584;611;592;515;553;786;441;345;444;11;08;58;743
22602;585;612;592;521;554;800;443;345;442;11;08;58;763
22603;585;612;592;521;551;811;452;345;438;11;08;58;783
22604;585;612;592;517;547;792;455;345;437;11;08;58;803
22605;585;612;592;512;544;784;457;345;438;11;08;58;823
22606;584;612;593;512;544;786;456;345;438;11;08;58;843
22607;585;611;592;509;545;786;457;345;438;11;08;58;863
22608;585;612;592;512;545;786;457;345;438;11;08;58;883
22609;585;612;592;515;544;787;456;345;438;11;08;58;903
22610;584;611;593;513;545;786;457;345;438;11;08;58;923
22611;585;611;594;514;546;788;457;345;438;11;08;58;943
22612;584;612;592;515;544;787;457;345;438;11;08;58;963
22613;585;612;592;516;545;786;458;345;438;11;08;58;983
22614;584;612;593;516;547;787;457;345;438;11;08;59;003
22615;584;612;592;515;545;782;458;345;438;11;08;59;023
22616;584;611;592;518;544;790;457;345;438;11;08;59;043
22617;585;612;592;514;545;786;458;345;438;11;08;59;063
22618;585;611;592;509;544;784;458;345;438;11;08;59;083
22619;584;612;592;513;541;784;458;345;438;11;08;59;103
22620;586;613;592;520;542;789;458;345;438;11;08;59;123
22621;585;612;593;518;542;786;458;345;438;11;08;59;143
22622;586;611;592;513;543;787;458;345;438;11;08;59;163
22623;584;612;592;510;541;783;458;345;438;11;08;59;183
22624;585;612;593;510;543;787;458;345;438;11;08;59;223
22625;585;611;593;514;544;784;458;345;438;11;08;59;233
22626;585;611;593;513;542;786;457;346;438;11;08;59;253
22627;585;611;592;512;542;787;458;345;438;11;08;59;263
22628;585;612;592;512;547;787;458;345;438;11;08;59;283
22629;584;611;592;513;542;787;457;345;438;11;08;59;303
22630;584;612;593;515;541;786;458;345;438;11;08;59;323
22631;584;611;593;513;545;788;457;345;438;11;08;59;343
22632;585;611;593;520;547;790;457;345;438;11;08;59;363
22633;584;611;594;515;544;787;458;345;438;11;08;59;383
22634;584;611;593;517;547;788;457;345;438;11;08;59;403
22635;584;612;592;516;543;784;458;345;438;11;08;59;423
22636;584;612;592;511;544;786;458;345;438;11;08;59;443
22637;585;612;593;513;545;786;458;345;438;11;08;59;463
22638;585;611;593;514;546;782;457;345;438;11;08;59;483
22639;584;611;592;513;545;787;457;345;438;11;08;59;493
22640;585;612;593;513;542;786;457;345;438;11;08;59;523
22641;587;612;593;513;542;786;458;345;438;11;08;59;543
22642;584;611;593;516;545;784;458;345;438;11;08;59;563
22643;584;611;592;509;543;786;458;345;438;11;08;59;583
22644;585;612;592;513;545;787;458;345;438;11;08;59;603
22645;586;612;592;513;546;786;457;345;438;11;08;59;623
22646;585;611;592;513;543;790;458;345;438;11;08;59;643
22647;585;611;592;517;539;786;458;345;438;11;08;59;663
22648;586;612;592;513;543;786;458;345;438;11;08;59;683
22649;586;612;593;513;546;788;457;345;438;11;08;59;703
22650;585;611;592;516;541;783;457;345;438;11;08;59;723
22651;586;612;593;509;546;786;457;345;438;11;08;59;743
22652;586;612;592;511;543;788;458;345;438;11;08;59;763
22653;586;611;593;513;541;786;458;345;438;11;08;59;783
22654;585;611;593;513;545;787;458;345;438;11;08;59;803
22655;584;611;593;515;544;786;458;345;438;11;08;59;823
22656;585;611;592;514;545;786;457;345;438;11;08;59;843
22657;585;612;592;516;544;787;457;345;438;11;08;59;863
22658;584;611;592;513;543;784;457;345;438;11;08;59;883
22659;585;612;592;512;542;787;457;345;438;11;08;59;893
22660;585;612;593;512;544;787;458;345;438;11;08;59;923
22661;585;611;592;515;541;790;457;345;438;11;08;59;943
22662;584;612;592;512;539;784;457;345;438;11;08;59;963
22663;585;612;592;518;541;786;457;345;438;11;08;59;983
22664;584;611;592;513;546;784;457;345;438;11;09;00;003
22665;585;612;592;514;546;786;457;345;438;11;09;00;023
22666;585;612;593;513;546;790;457;345;438;11;09;00;043
22667;584;611;592;517;543;784;457;345;438;11;09;00;063
22668;585;612;593;512;545;788;457;345;438;11;09;00;083
22669;585;611;593;515;541;785;457;345;438;11;09;00;103
22670;585;611;593;514;544;786;457;345;438;11;09;00;123
22671;585;612;594;516;541;782;457;345;438;11;09;00;143
22672;585;612;592;513;546;786;457;345;437;11;09;00;163
22673;584;612;592;514;546;786;458;345;438;11;09;00;183
22674;585;612;592;516;542;787;457;345;438;11;09;00;203
22675;585;612;593;515;544;789;457;345;437;11;09;00;223
22676;585;611;592;515;544;788;457;345;438;11;09;00;243
22677;585;613;592;515;549;787;457;345;438;11;09;00;263
