%ID;MAG1;MAG2;MAG3;ACS1;ACS2;AKS3;GYRO1;GYRO2;GYRO3;HH;MM;SS;MS


23082;640;605;593;515;538;790;457;344;438;11;09;08;363
23083;640;605;594;517;536;790;457;345;437;11;09;08;383
23084;640;606;593;515;541;788;457;345;438;11;09;08;403
23085;641;606;593;516;537;790;457;345;437;11;09;08;423
23086;640;606;594;516;540;787;457;345;438;11;09;08;443
23087;641;605;593;515;537;788;457;345;438;11;09;08;453
23088;640;606;593;516;537;787;457;344;438;11;09;08;483
23089;640;606;594;519;538;786;457;345;437;11;09;08;503
23090;640;605;593;514;539;790;457;345;438;11;09;08;523
23091;641;606;594;515;536;787;457;345;438;11;09;08;543
23092;640;606;594;518;541;786;457;345;437;11;09;08;563
23093;640;606;594;517;540;787;457;345;438;11;09;08;583
23094;641;606;593;517;540;787;457;345;438;11;09;08;603
23095;640;606;593;518;538;787;457;345;438;11;09;08;623
23096;640;607;594;516;540;787;457;345;438;11;09;08;643
23097;639;607;593;517;538;791;457;345;437;11;09;08;663
23098;640;606;593;516;539;784;457;345;438;11;09;08;683
23099;641;606;594;517;541;783;457;345;438;11;09;08;703
23100;640;607;594;518;538;787;457;345;437;11;09;08;723
23101;640;606;594;520;539;787;457;345;438;11;09;08;743
23102;639;606;594;517;539;790;457;345;438;11;09;08;763
23103;641;607;594;517;536;789;457;345;438;11;09;08;783
23104;640;606;593;515;539;788;457;345;438;11;09;08;803
23105;640;606;593;516;536;790;457;345;437;11;09;08;823
23106;640;607;593;521;535;787;457;345;438;11;09;08;843
23107;640;606;593;516;537;787;457;345;438;11;09;08;863
23108;640;606;594;513;541;786;457;345;438;11;09;08;883
23109;640;605;594;519;537;787;457;345;437;11;09;08;903
23110;639;605;594;516;534;787;457;344;438;11;09;08;923
23111;640;606;594;517;538;787;457;345;438;11;09;08;943
23112;641;606;594;518;536;787;457;344;438;11;09;08;963
23113;641;607;594;519;536;786;457;345;438;11;09;08;983
23114;640;606;594;517;537;786;458;345;437;11;09;09;003
23115;640;605;594;518;537;789;457;345;437;11;09;09;023
23116;640;606;594;518;540;785;457;345;437;11;09;09;043
23117;640;606;593;520;537;787;458;344;438;11;09;09;063
23118;640;606;594;517;539;790;457;345;438;11;09;09;083
23119;640;605;594;518;537;787;457;345;438;11;09;09;103
23120;640;606;594;518;542;788;457;345;438;11;09;09;123
23121;640;606;594;518;537;789;457;345;438;11;09;09;143
23122;640;606;593;519;536;785;458;344;438;11;09;09;163
23123;640;606;594;520;541;790;457;344;438;11;09;09;183
23124;641;606;594;517;540;786;457;344;437;11;09;09;203
23125;641;605;594;517;537;788;457;345;438;11;09;09;223
23126;642;605;594;519;540;788;457;344;438;11;09;09;243
23127;641;606;594;516;539;789;457;344;438;11;09;09;263
23128;641;606;594;515;538;786;457;345;438;11;09;09;283
23129;641;606;594;517;540;786;458;345;438;11;09;09;303
23130;642;607;594;516;539;786;457;344;438;11;09;09;323
23131;641;607;593;517;539;789;457;344;438;11;09;09;343
23132;641;605;594;515;539;788;458;344;438;11;09;09;363
23133;641;606;594;519;536;787;457;345;438;11;09;09;383
23134;641;606;594;517;536;790;457;345;438;11;09;09;403
23135;641;606;594;521;541;786;457;345;438;11;09;09;423
23136;640;606;594;520;538;788;457;345;437;11;09;09;453
23137;640;606;594;517;538;786;457;345;438;11;09;09;463
23138;640;606;594;516;542;788;457;344;438;11;09;09;493
23139;640;606;594;518;538;784;457;345;438;11;09;09;503
23140;640;606;594;516;539;786;457;345;437;11;09;09;523
23141;640;606;594;515;538;786;457;345;437;11;09;09;543
23142;641;606;594;517;537;788;457;345;438;11;09;09;563
23143;640;607;594;519;540;787;457;345;438;11;09;09;583
23144;639;607;593;520;539;786;457;345;438;11;09;09;603
23145;640;606;593;515;538;786;457;345;438;11;09;09;623
23146;640;606;593;517;538;786;457;345;438;11;09;09;643
23147;642;607;594;516;537;790;457;344;438;11;09;09;663
23148;640;607;594;517;538;788;457;345;438;11;09;09;693
23149;640;607;594;515;537;789;458;345;438;11;09;09;703
23150;640;606;594;518;532;788;457;345;438;11;09;09;723
23151;640;607;593;517;534;785;457;345;438;11;09;09;743
23152;640;606;594;521;537;788;457;344;438;11;09;09;763
23153;640;606;594;517;539;788;458;344;438;11;09;09;783
23154;640;607;594;515;536;788;458;344;438;11;09;09;803
23155;640;606;594;516;537;789;458;344;438;11;09;09;823
23156;640;607;594;516;538;786;458;344;438;11;09;09;843
23157;640;607;594;516;541;787;457;345;438;11;09;09;863
23158;640;607;594;516;538;786;458;344;438;11;09;09;883
23159;640;606;593;515;537;788;457;345;438;11;09;09;903
23160;640;606;594;516;536;788;457;345;438;11;09;09;923
23161;640;606;593;515;537;786;457;345;438;11;09;09;943
23162;640;607;593;516;538;790;457;345;438;11;09;09;963
23163;640;607;594;519;540;790;457;345;438;11;09;09;983
23164;640;607;594;518;538;784;457;345;438;11;09;10;003
23165;640;607;593;516;537;786;457;345;438;11;09;10;023
23166;640;607;594;516;538;787;457;344;438;11;09;10;043
23167;641;607;593;520;539;786;457;345;438;11;09;10;063
23168;640;607;594;518;537;788;457;345;438;11;09;10;083
23169;640;607;594;517;537;787;457;344;438;11;09;10;103
23170;640;607;593;518;537;787;457;345;438;11;09;10;123
23171;640;606;594;518;541;789;457;345;438;11;09;10;143
23172;640;606;594;514;538;788;457;344;438;11;09;10;163
23173;640;607;594;518;539;791;457;345;438;11;09;10;183
23174;640;606;595;518;538;787;457;345;438;11;09;10;203
23175;640;607;594;518;541;788;457;344;438;11;09;10;223
23176;640;607;593;515;536;787;457;345;438;11;09;10;243
23177;641;607;594;519;540;789;457;345;438;11;09;10;273
23178;640;606;594;515;541;788;457;345;438;11;09;10;283
23179;640;607;594;518;540;787;457;345;438;11;09;10;303
23180;640;606;594;516;539;789;457;344;438;11;09;10;323
23181;640;607;594;516;538;787;457;345;438;11;09;10;343
23182;640;606;594;518;539;790;457;345;438;11;09;10;363
23183;640;607;594;517;539;788;457;345;438;11;09;10;383
23184;641;607;594;517;537;787;457;345;438;11;09;10;403
23185;641;607;594;521;538;788;457;345;439;11;09;10;423
23186;640;607;594;518;538;788;457;344;438;11;09;10;443
23187;640;607;594;520;538;792;457;345;438;11;09;10;463
23188;640;606;594;516;538;790;457;345;439;11;09;10;483
23189;640;606;594;517;537;788;457;344;438;11;09;10;503
23190;640;607;594;518;536;788;457;345;438;11;09;10;523
23191;641;607;594;516;537;786;457;345;438;11;09;10;543
23192;640;607;594;520;538;787;457;344;438;11;09;10;563
23193;640;607;594;517;537;786;457;345;438;11;09;10;583
23194;640;606;593;516;540;787;457;344;438;11;09;10;603
23195;640;606;594;517;539;786;457;344;438;11;09;10;623
23196;640;607;594;520;539;787;457;345;438;11;09;10;643
23197;640;606;593;515;537;786;457;345;438;11;09;10;663
23198;640;606;594;519;534;788;457;344;438;11;09;10;683
23199;640;606;594;519;541;790;457;345;438;11;09;10;703
23200;640;607;594;517;536;787;457;345;438;11;09;10;733
23201;641;606;594;519;537;783;457;345;438;11;09;10;743
23202;640;606;594;520;536;786;457;344;438;11;09;10;773
23203;640;606;594;520;535;789;457;345;438;11;09;10;783
23204;641;607;594;519;539;790;457;344;438;11;09;10;803
23205;640;607;594;517;539;786;457;344;438;11;09;10;823
23206;640;607;594;518;537;787;457;344;438;11;09;10;843
23207;641;607;594;521;540;787;457;344;438;11;09;10;863
23208;640;606;593;517;536;786;457;344;438;11;09;10;883
23209;640;606;593;514;540;787;457;344;438;11;09;10;903
23210;640;607;594;519;537;790;457;344;438;11;09;10;923
23211;640;607;594;520;543;791;457;344;438;11;09;10;943
23212;641;607;593;517;541;787;457;344;438;11;09;10;963
23213;640;607;594;518;539;787;457;344;438;11;09;10;983
23214;640;607;594;519;541;788;457;345;438;11;09;11;003
23215;640;606;593;515;537;786;457;345;438;11;09;11;023
23216;640;606;594;515;536;788;457;344;437;11;09;11;043
23217;640;607;594;518;537;787;457;345;438;11;09;11;063
23218;640;607;593;519;539;788;457;345;438;11;09;11;083
23219;640;607;593;518;537;787;457;345;438;11;09;11;103
23220;640;606;593;522;537;786;457;344;438;11;09;11;123
23221;640;606;594;517;541;788;457;344;438;11;09;11;143
23222;640;606;594;520;537;788;457;344;438;11;09;11;163
23223;640;607;594;517;538;788;457;344;438;11;09;11;183
23224;641;606;593;517;537;788;457;345;438;11;09;11;203
23225;640;606;593;518;537;786;457;345;438;11;09;11;223
23226;640;607;594;519;539;788;457;345;438;11;09;11;243
23227;642;607;594;516;539;787;458;345;438;11;09;11;263
23228;640;607;594;517;539;788;457;345;438;11;09;11;283
23229;640;607;593;521;538;787;457;345;438;11;09;11;303
23230;642;607;594;517;537;790;457;345;438;11;09;11;323
23231;641;606;594;520;538;787;457;344;438;11;09;11;343
23232;640;607;593;517;539;786;457;345;438;11;09;11;363
23233;640;607;593;520;541;787;457;344;438;11;09;11;383
23234;640;607;593;521;542;785;457;345;438;11;09;11;403
23235;641;607;594;515;539;786;457;345;438;11;09;11;423
23236;640;606;594;517;539;788;457;345;438;11;09;11;443
23237;640;607;594;520;541;785;457;345;438;11;09;11;463
23238;640;608;594;518;537;790;457;344;438;11;09;11;483
23239;640;607;595;518;537;785;457;345;438;11;09;11;503
23240;640;607;594;521;538;787;457;345;438;11;09;11;523
23241;641;607;594;518;539;787;457;345;438;11;09;11;543
23242;640;607;594;518;534;786;457;345;438;11;09;11;563
23243;639;606;594;519;538;787;457;344;438;11;09;11;583
23244;641;607;594;519;537;787;457;345;438;11;09;11;603
23245;640;606;594;517;541;787;457;344;438;11;09;11;623
23246;640;607;594;515;539;788;457;344;438;11;09;11;643
23247;640;607;594;517;539;786;457;344;438;11;09;11;663
23248;640;607;594;519;539;786;457;344;438;11;09;11;683
23249;640;607;594;517;540;789;457;345;438;11;09;11;703
23250;640;607;594;519;538;787;457;344;438;11;09;11;723
23251;640;606;593;516;540;787;457;344;438;11;09;11;743
23252;640;606;593;519;538;786;457;344;438;11;09;11;763
23253;640;606;594;518;539;783;457;344;438;11;09;11;783
23254;638;606;594;517;536;787;457;344;438;11;09;11;803
23255;638;606;594;514;538;786;457;344;438;11;09;11;823
23256;639;607;595;517;539;784;457;344;437;11;09;11;843
23257;639;607;594;519;541;787;457;344;438;11;09;11;863
23258;639;607;594;519;537;787;457;344;437;11;09;11;883
23259;639;606;594;515;536;788;457;344;438;11;09;11;903
23260;638;607;594;520;540;790;457;344;438;11;09;11;923
23261;639;607;594;517;541;788;457;344;438;11;09;11;943
23262;640;606;594;516;537;785;457;344;438;11;09;11;963
23263;639;607;594;520;537;786;457;344;438;11;09;11;983
23264;639;606;594;517;537;788;457;344;438;11;09;12;023
23265;641;607;593;513;541;786;457;345;438;11;09;12;033
23266;640;606;594;517;539;787;457;345;438;11;09;12;053
23267;640;607;594;517;535;783;457;344;438;11;09;12;063
23268;641;607;594;517;537;790;457;344;438;11;09;12;083
23269;640;607;593;518;536;786;457;344;438;11;09;12;103
23270;639;606;594;516;537;788;457;344;438;11;09;12;123
23271;639;607;594;516;536;786;457;344;438;11;09;12;143
23272;640;606;594;519;537;788;457;344;438;11;09;12;163
23273;639;607;594;519;537;788;457;344;438;11;09;12;183
23274;640;607;594;516;540;786;457;344;438;11;09;12;203
23275;640;607;594;518;538;790;457;345;438;11;09;12;223
23276;640;607;594;517;538;785;457;344;438;11;09;12;243
23277;640;606;594;518;536;786;457;344;438;11;09;12;263
23278;640;607;594;517;537;786;457;344;438;11;09;12;283
23279;640;607;593;519;539;786;457;344;438;11;09;12;303
23280;641;606;594;518;540;787;457;344;438;11;09;12;323
23281;640;606;594;519;536;786;457;344;438;11;09;12;343
23282;640;607;594;515;539;790;457;345;438;11;09;12;363
23283;639;606;594;520;537;790;457;344;438;11;09;12;383
23284;640;607;594;518;537;788;457;344;438;11;09;12;403
23285;640;606;595;514;536;786;457;344;438;11;09;12;423
23286;640;606;594;519;533;784;457;345;438;11;09;12;443
23287;640;606;594;513;538;787;457;344;438;11;09;12;463
23288;640;607;594;520;540;786;457;345;438;11;09;12;483
23289;640;607;594;513;538;786;457;344;438;11;09;12;503
23290;640;607;593;514;537;787;457;344;438;11;09;12;523
23291;640;607;594;520;537;789;457;344;438;11;09;12;543
23292;640;607;594;516;537;788;457;344;438;11;09;12;563
23293;640;606;594;518;537;784;457;344;438;11;09;12;583
23294;640;606;594;516;537;786;458;345;438;11;09;12;603
23295;640;606;594;517;536;786;457;345;438;11;09;12;623
23296;641;607;594;519;537;786;457;345;438;11;09;12;643
23297;640;606;594;517;541;784;457;345;438;11;09;12;663
23298;640;606;594;518;537;786;457;345;438;11;09;12;683
23299;640;607;594;517;539;786;458;345;438;11;09;12;703
23300;640;607;594;515;533;787;457;344;438;11;09;12;723
23301;639;606;594;514;539;786;457;345;438;11;09;12;743
23302;640;607;594;522;537;785;458;344;438;11;09;12;763
23303;640;606;594;516;537;785;457;345;438;11;09;12;783
23304;640;607;593;518;537;786;457;345;438;11;09;12;803
23305;641;607;595;519;537;787;458;345;438;11;09;12;823
23306;640;607;593;520;538;786;457;345;438;11;09;12;843
23307;640;607;593;519;540;783;457;344;438;11;09;12;863
23308;640;606;594;518;541;786;457;345;438;11;09;12;883
23309;640;605;594;517;540;786;457;344;438;11;09;12;903
23310;640;606;594;518;540;784;457;344;438;11;09;12;923
23311;640;607;594;520;538;788;457;344;438;11;09;12;943
23312;640;607;594;516;539;787;458;344;438;11;09;12;963
23313;640;607;594;517;539;787;457;344;438;11;09;12;983
23314;640;607;594;519;537;786;457;344;438;11;09;13;003
23315;640;606;594;515;536;788;457;345;438;11;09;13;023
23316;640;607;595;518;536;784;458;345;438;11;09;13;043
23317;640;606;594;516;537;786;457;345;438;11;09;13;063
23318;639;606;593;519;540;786;457;344;438;11;09;13;083
23319;640;607;593;515;541;787;457;345;438;11;09;13;103
23320;640;607;594;514;538;787;457;345;438;11;09;13;123
23321;640;607;593;517;536;786;457;345;438;11;09;13;143
23322;640;607;594;515;539;787;457;345;438;11;09;13;163
23323;640;607;594;518;536;783;457;345;438;11;09;13;183
23324;640;607;593;516;537;790;457;345;438;11;09;13;203
23325;640;606;594;517;536;786;457;344;438;11;09;13;223
23326;640;607;593;518;536;786;457;345;438;11;09;13;243
23327;640;606;593;520;541;786;457;345;438;11;09;13;263
23328;639;607;594;520;533;788;457;344;438;11;09;13;293
23329;640;607;594;520;541;786;457;344;438;11;09;13;303
23330;641;607;595;519;539;787;457;344;438;11;09;13;323
23331;640;606;595;520;536;785;457;345;438;11;09;13;343
23332;640;607;594;519;539;786;457;345;438;11;09;13;363
23333;642;607;594;516;539;786;458;345;438;11;09;13;383
23334;640;607;594;516;539;787;457;345;438;11;09;13;403
23335;640;606;592;516;537;787;457;345;438;11;09;13;423
23336;640;607;594;517;534;786;457;345;438;11;09;13;443
23337;640;606;592;517;539;784;457;345;438;11;09;13;463
23338;640;606;593;515;537;785;457;344;438;11;09;13;483
23339;640;606;592;516;541;787;457;345;438;11;09;13;503
23340;640;606;592;520;540;787;457;345;438;11;09;13;523
23341;640;607;592;516;537;785;457;345;438;11;09;13;543
23342;640;606;593;521;535;784;457;345;438;11;09;13;563
23343;640;605;593;519;540;786;457;345;438;11;09;13;583
23344;640;607;594;519;537;787;457;344;438;11;09;13;603
23345;641;607;594;521;540;788;457;345;438;11;09;13;623
23346;639;607;594;517;539;783;457;345;438;11;09;13;643
23347;640;607;594;516;536;790;457;345;438;11;09;13;663
23348;640;607;594;516;536;786;457;344;438;11;09;13;683
23349;640;607;594;518;540;786;457;344;438;11;09;13;703
23350;640;607;594;520;538;786;457;345;438;11;09;13;723
23351;640;607;594;517;535;784;458;345;438;11;09;13;743
23352;640;607;594;518;537;787;457;344;438;11;09;13;763
23353;640;606;594;517;540;784;457;344;438;11;09;13;783
23354;639;607;594;517;539;787;457;343;438;11;09;13;803
23355;640;607;594;519;539;787;457;343;438;11;09;13;823
23356;640;607;594;519;539;788;457;343;438;11;09;13;843
23357;640;607;594;517;540;784;457;343;438;11;09;13;863
23358;640;606;593;514;537;786;457;344;438;11;09;13;883
23359;639;606;594;518;541;785;457;343;438;11;09;13;903
23360;640;606;593;517;538;786;458;344;438;11;09;13;923
23361;640;606;594;520;542;786;458;344;438;11;09;13;943
23362;640;606;594;516;539;785;457;344;438;11;09;13;963
23363;640;607;594;515;538;786;457;344;438;11;09;13;983
23364;640;607;595;518;540;787;457;345;438;11;09;14;003
23365;640;606;594;515;539;788;457;344;438;11;09;14;023
23366;640;606;594;517;538;786;457;344;438;11;09;14;043
23367;640;607;594;519;538;786;458;344;438;11;09;14;063
23368;640;606;594;518;537;786;457;344;438;11;09;14;083
23369;640;607;594;517;537;784;457;345;438;11;09;14;103
23370;640;607;593;519;541;790;458;344;438;11;09;14;123
23371;640;606;594;514;535;787;458;344;438;11;09;14;143
23372;640;606;594;516;538;784;457;345;438;11;09;14;163
23373;640;607;594;513;537;785;458;344;438;11;09;14;183
23374;640;607;593;516;537;786;457;345;438;11;09;14;203
23375;641;607;593;517;541;786;457;344;438;11;09;14;223
23376;640;607;594;517;537;787;457;344;438;11;09;14;243
23377;640;607;594;514;539;788;457;344;438;11;09;14;263
23378;640;607;594;517;539;784;457;345;438;11;09;14;283
23379;640;606;594;517;539;788;457;344;438;11;09;14;303
23380;640;606;593;516;543;786;457;344;438;11;09;14;323
23381;640;607;594;519;536;789;457;344;438;11;09;14;343
23382;640;607;594;519;535;790;457;344;438;11;09;14;363
23383;641;607;593;516;538;785;458;344;438;11;09;14;383
23384;640;607;594;517;538;787;458;345;438;11;09;14;403
23385;640;607;594;514;539;790;457;345;438;11;09;14;423
23386;641;607;594;520;539;785;457;344;438;11;09;14;443
23387;640;607;594;517;541;786;458;345;438;11;09;14;463
23388;640;607;594;523;536;790;457;344;438;11;09;14;483
23389;640;607;594;521;537;790;457;344;438;11;09;14;503
23390;640;607;593;516;538;789;457;344;438;11;09;14;523
23391;640;606;594;518;539;786;458;345;438;11;09;14;543
23392;640;605;594;516;537;786;457;344;438;11;09;14;573
23393;640;606;594;513;537;786;457;344;439;11;09;14;583
23394;640;607;594;517;538;786;457;345;438;11;09;14;603
23395;640;607;593;516;537;787;457;344;438;11;09;14;623
23396;640;605;594;520;537;788;457;344;438;11;09;14;643
23397;639;606;594;517;537;787;457;345;438;11;09;14;663
23398;640;607;594;517;536;786;457;344;438;11;09;14;683
23399;640;606;594;519;539;786;457;345;438;11;09;14;703
23400;640;607;594;522;541;783;457;344;438;11;09;14;723
23401;640;607;594;518;541;787;457;345;438;11;09;14;743
23402;640;607;593;515;538;788;457;344;438;11;09;14;763
23403;640;607;594;514;536;786;457;344;438;11;09;14;783
23404;640;607;594;515;539;786;458;345;438;11;09;14;803
23405;641;607;594;520;537;786;457;345;438;11;09;14;823
23406;641;607;594;513;539;786;457;345;438;11;09;14;843
23407;640;607;594;519;541;785;457;344;438;11;09;14;863
23408;640;607;594;513;539;786;458;345;438;11;09;14;883
23409;640;607;594;517;539;786;457;344;438;11;09;14;903
23410;640;607;594;515;541;788;457;345;438;11;09;14;923
23411;640;607;594;518;536;786;457;344;438;11;09;14;943
23412;640;607;594;516;539;786;457;345;438;11;09;14;963
23413;640;607;594;513;539;784;457;344;438;11;09;14;983
23414;640;607;593;516;537;787;457;345;438;11;09;15;003
23415;640;606;594;519;538;784;457;345;438;11;09;15;023
23416;640;606;594;520;538;785;458;345;438;11;09;15;043
23417;640;605;594;517;539;786;457;344;438;11;09;15;063
23418;640;606;594;516;539;785;457;345;438;11;09;15;083
23419;640;606;594;515;536;786;458;344;438;11;09;15;103
23420;640;606;594;517;537;790;458;345;438;11;09;15;123
23421;640;606;594;517;538;784;457;344;438;11;09;15;143
23422;640;606;594;519;539;786;457;345;438;11;09;15;163
23423;639;606;594;514;541;788;457;345;438;11;09;15;183
23424;641;606;594;513;542;784;457;344;438;11;09;15;203
23425;640;606;594;519;542;787;458;344;438;11;09;15;223
23426;639;607;594;520;542;786;457;345;438;11;09;15;243
23427;639;606;593;520;539;787;458;344;438;11;09;15;263
23428;640;607;593;516;537;784;457;345;438;11;09;15;283
23429;639;607;594;517;537;788;457;344;438;11;09;15;303
23430;640;607;594;519;539;790;457;344;438;11;09;15;323
23431;640;607;594;516;539;787;457;344;438;11;09;15;343
23432;640;607;594;518;538;786;457;345;438;11;09;15;363
23433;641;607;594;519;539;788;457;345;438;11;09;15;383
23434;640;607;594;518;539;787;458;344;438;11;09;15;403
23435;640;607;594;518;539;785;457;344;438;11;09;15;423
23436;639;606;594;517;539;790;457;345;438;11;09;15;443
23437;640;607;594;518;540;787;457;344;438;11;09;15;463
23438;639;607;594;519;539;787;457;345;438;11;09;15;483
23439;640;607;594;516;538;786;457;345;438;11;09;15;503
23440;639;606;594;516;541;790;457;344;438;11;09;15;523
23441;639;607;594;518;539;784;457;344;438;11;09;15;543
23442;639;606;594;515;543;788;457;344;438;11;09;15;563
23443;640;606;594;517;537;787;457;344;438;11;09;15;583
23444;640;607;594;510;540;788;457;344;438;11;09;15;603
23445;639;607;594;519;532;784;456;344;436;11;09;15;623
23446;640;607;594;523;533;790;454;345;435;11;09;15;643
23447;640;607;594;516;527;808;445;345;435;11;09;15;663
23448;639;607;594;510;538;808;436;346;436;11;09;15;683
23449;639;607;594;494;548;812;423;349;437;11;09;15;703
23450;639;609;594;449;535;790;410;345;440;11;09;15;723
23451;638;610;594;488;550;810;396;345;452;11;09;15;743
23452;638;612;593;499;572;795;382;344;463;11;09;15;763
23453;638;615;594;507;600;808;370;344;467;11;09;15;783
23454;637;617;593;502;599;761;359;345;464;11;09;15;803
23455;637;620;592;512;617;764;353;347;462;11;09;15;823
23456;638;623;591;513;633;754;353;345;460;11;09;15;853
23457;637;625;590;541;644;802;357;348;456;11;09;15;863
23458;637;628;588;520;650;734;363;350;449;11;09;15;893
23459;638;629;586;515;658;732;374;347;445;11;09;15;903
23460;637;631;586;497;662;738;383;345;446;11;09;15;923
23461;637;632;585;480;651;704;389;344;443;11;09;15;943
23462;638;631;583;503;685;719;390;346;442;11;09;15;963
23463;638;633;582;489;694;707;387;341;440;11;09;15;983
23464;638;633;581;496;709;710;383;337;444;11;09;16;003
23465;638;635;579;510;722;707;383;338;443;11;09;16;023
23466;638;635;578;515;729;704;386;343;438;11;09;16;043
23467;637;635;578;517;732;693;387;345;435;11;09;16;063
23468;638;634;576;512;722;683;388;345;439;11;09;16;083
23469;638;635;574;509;725;674;388;340;442;11;09;16;103
23470;638;636;574;517;737;668;394;337;442;11;09;16;123
23471;639;636;573;520;739;662;401;339;437;11;09;16;143
23472;639;637;572;518;741;655;409;341;435;11;09;16;163
23473;638;637;571;508;751;644;417;337;437;11;09;16;183
23474;638;638;572;297;641;624;420;322;418;11;09;16;203
23475;639;638;571;477;1019;786;432;337;424;11;09;16;223
23476;639;638;571;461;775;635;424;354;436;11;09;16;243
23477;639;638;570;496;779;629;423;353;440;11;09;16;263
23478;639;638;570;512;778;622;427;348;434;11;09;16;283
23479;639;638;570;520;780;617;430;348;430;11;09;16;303
23480;639;638;570;516;789;626;428;352;435;11;09;16;323
23481;639;639;570;537;769;618;428;355;435;11;09;16;343
23482;638;639;570;545;759;615;428;359;432;11;09;16;363
23483;638;639;571;529;763;618;429;363;432;11;09;16;383
23484;638;640;572;526;768;614;434;366;431;11;09;16;403
23485;638;641;572;517;803;625;434;365;431;11;09;16;423
23486;638;640;572;553;778;614;438;366;431;11;09;16;443
23487;638;641;574;520;792;598;440;368;432;11;09;16;463
23488;638;641;574;549;798;609;437;366;433;11;09;16;483
23489;638;641;574;479;709;594;436;362;433;11;09;16;503
23490;638;642;575;486;781;598;436;358;435;11;09;16;523
23491;638;642;575;498;766;584;435;355;436;11;09;16;543
23492;638;643;574;504;803;582;427;348;437;11;09;16;563
23493;638;643;574;484;735;574;430;341;438;11;09;16;583
23494;638;643;574;513;766;567;435;344;438;11;09;16;603
23495;637;642;573;509;745;574;431;348;437;11;09;16;623
23496;638;643;574;516;808;582;431;349;438;11;09;16;643
23497;638;643;574;521;777;558;435;353;437;11;09;16;663
23498;637;643;572;514;779;556;431;339;439;11;09;16;683
23499;637;643;573;482;769;560;428;344;438;11;09;16;703
23500;637;643;573;521;789;555;425;346;438;11;09;16;723
23501;637;643;571;525;799;547;429;345;438;11;09;16;743
23502;637;643;571;518;789;546;434;343;438;11;09;16;763
23503;638;641;572;519;799;548;438;344;437;11;09;16;783
23504;638;641;571;517;793;540;439;345;438;11;09;16;803
23505;638;642;572;536;922;558;446;344;427;11;09;16;823
23506;638;642;571;519;807;565;459;344;438;11;09;16;843
23507;638;643;571;521;804;544;457;345;438;11;09;16;863
23508;638;642;571;517;799;537;457;345;438;11;09;16;883
23509;638;642;571;509;790;536;457;345;437;11;09;16;903
23510;638;642;571;514;795;533;457;345;438;11;09;16;923
23511;638;643;571;516;799;535;457;345;438;11;09;16;943
23512;638;643;571;518;799;538;457;345;438;11;09;16;963
23513;639;643;571;517;793;535;457;345;438;11;09;16;983
23514;638;641;571;517;798;538;457;345;438;11;09;17;003
23515;639;641;571;515;797;536;457;345;438;11;09;17;023
23516;638;642;571;518;797;538;457;345;438;11;09;17;043
23517;638;643;572;517;793;536;457;345;438;11;09;17;063
23518;638;642;570;517;794;536;457;345;437;11;09;17;083
23519;639;643;571;517;795;536;458;345;438;11;09;17;103
23520;639;643;571;516;796;535;457;345;438;11;09;17;133
23521;639;643;571;519;795;532;457;345;437;11;09;17;143
23522;638;642;571;518;796;537;457;345;438;11;09;17;173
23523;638;642;570;517;794;536;457;345;438;11;09;17;183
23524;638;642;571;519;793;536;457;345;438;11;09;17;203
23525;639;643;570;518;794;536;457;345;438;11;09;17;223
23526;638;643;571;520;792;535;457;345;438;11;09;17;243
23527;639;642;571;519;794;534;457;345;437;11;09;17;263
23528;638;642;570;517;791;538;457;345;438;11;09;17;283
23529;638;641;572;518;795;536;457;345;438;11;09;17;303
23530;640;642;571;517;795;536;457;345;438;11;09;17;323
23531;638;643;571;518;795;535;457;345;438;11;09;17;343
23532;638;643;571;516;792;537;457;345;438;11;09;17;363
23533;638;642;570;517;790;537;458;345;438;11;09;17;383
23534;638;643;571;515;794;538;457;345;438;11;09;17;403
23535;639;642;571;519;793;534;457;345;438;11;09;17;423
23536;638;642;570;521;791;535;458;345;438;11;09;17;443
23537;638;643;571;517;795;537;457;345;438;11;09;17;463
23538;638;643;571;517;794;538;457;345;438;11;09;17;483
23539;638;643;571;517;795;536;457;344;438;11;09;17;503
23540;638;643;571;517;793;536;457;344;438;11;09;17;523
23541;638;643;571;523;790;538;457;345;438;11;09;17;543
23542;638;642;570;518;794;534;457;344;438;11;09;17;563
23543;638;642;571;519;791;534;458;345;437;11;09;17;583
23544;638;642;570;519;796;534;457;345;438;11;09;17;603
23545;638;642;570;521;789;534;457;344;438;11;09;17;623
23546;638;643;571;521;794;537;457;344;438;11;09;17;643
23547;639;643;571;519;791;538;457;344;438;11;09;17;663
23548;638;643;570;517;795;534;457;344;438;11;09;17;683
23549;638;643;570;519;793;536;457;345;438;11;09;17;703
23550;638;642;570;517;793;538;458;345;438;11;09;17;723
23551;638;642;570;519;789;536;457;344;438;11;09;17;743
23552;638;642;570;518;793;535;457;344;438;11;09;17;763
23553;639;643;570;518;792;535;457;345;438;11;09;17;783
23554;639;643;571;518;792;531;457;345;438;11;09;17;803
23555;639;643;571;515;792;535;457;345;438;11;09;17;823
23556;638;642;571;518;791;539;457;345;438;11;09;17;843
23557;639;642;572;523;794;531;457;345;438;11;09;17;863
23558;638;642;571;517;794;536;457;345;438;11;09;17;883
23559;638;642;571;519;793;536;457;345;438;11;09;17;903
23560;637;642;571;518;799;538;457;345;438;11;09;17;923
23561;639;642;571;520;789;535;457;345;438;11;09;17;953
